Username,Comment,Normalisasi,Tokenization,Stopwords,Stemming,Translated
@yantobadak5800,"Maaf Numpang tanya Min... apa benar paslon Capres 2024 Nomor 3 Menang di Yerusalem ??? <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",maaf numpang tanya min apa benar paslon capres nomor menang di yerusalem,"['maaf', 'numpang', 'tanya', 'min', 'apa', 'benar', 'paslon', 'capres', 'nomor', 'menang', 'di', 'yerusalem']","['maaf', 'numpang', 'min', 'paslon', 'capres', 'nomor', 'menang', 'yerusalem']",maaf numpang min paslon capres nomor menang yerusalem,Sorry to ride Min Paslon Candidates for Jerusalem Winning Number
@NasuhaMarsudi,Ya allah semunga 01 mennag aamiin,ya allah semunga mennag amin,"['ya', 'allah', 'semunga', 'mennag', 'amin']","['allah', 'semunga', 'mennag', 'amin']",allah semunga mennag amin,God is all
@tiaraara8235,"Yg kalah harusnya legowo kalau niatnya bela rakyat, seperti pak prabowo dulu kalah tapi legowo dan aman.",yang kalah harusnya legowo kalau niatnya bela rakyat seperti pak prabowo dulu kalah tapi legowo dan aman,"['yang', 'kalah', 'harusnya', 'legowo', 'kalau', 'niatnya', 'bela', 'rakyat', 'seperti', 'pak', 'prabowo', 'dulu', 'kalah', 'tapi', 'legowo', 'dan', 'aman']","['kalah', 'legowo', 'niatnya', 'bela', 'rakyat', 'prabowo', 'kalah', 'legowo', 'aman']",kalah legowo niat bela rakyat prabowo kalah legowo aman,Lose Legowo Prabowo People's Intention to Lose Legowo Safe
@AgusAkhtar-em3fg,Betul di tempat ku aja partai mas dem tinggi.tapi kalo presiden nya 02 mutlak paling banyak suara,betul di tempat ku saja partai mas dem tinggi tapi kalau presiden ya mutlak paling banyak suara,"['betul', 'di', 'tempat', 'ku', 'saja', 'partai', 'mas', 'dem', 'tinggi', 'tapi', 'kalau', 'presiden', 'ya', 'mutlak', 'paling', 'banyak', 'suara']","['ku', 'partai', 'mas', 'dem', 'presiden', 'mutlak', 'suara']",ku partai mas dem presiden mutlak suara,I am the Mas Dem Presidential Dem Mas Mas Voting
@nurselayan9178,"Sulit untuk percaya banya bukti yg diliat di media sosial hanya Allah, yg palingi tau...",sulit untuk percaya banya bukti yang dilihat di media sosial hanya allah yang palingi tau,"['sulit', 'untuk', 'percaya', 'banya', 'bukti', 'yang', 'dilihat', 'di', 'media', 'sosial', 'hanya', 'allah', 'yang', 'palingi', 'tau']","['sulit', 'percaya', 'banya', 'bukti', 'media', 'sosial', 'allah', 'palingi', 'tau']",sulit percaya banya bukti media sosial allah paling tau,It's hard to believe in the most proof of God's social media know the most
@ernestlapelani4070,O2 TTP UNGGUL 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,o2 tetap unggul,"['o2', 'tetap', 'unggul']","['o2', 'unggul']",o2 unggul,O2 is superior
@AndiRental-k4w,Prabowo Gibran yang menentukan rakyat gada curang darimana salah nya  ?? Kalau pengen menarik suawara rakyat ya jgn nyir2n yang lain,prabowo gibran yang menentukan rakyat curang darimana salah ya kalau pengin menarik suawara rakyat ya jangan nyir2n yang lain,"['prabowo', 'gibran', 'yang', 'menentukan', 'rakyat', 'curang', 'darimana', 'salah', 'ya', 'kalau', 'pengin', 'menarik', 'suawara', 'rakyat', 'ya', 'jangan', 'nyir2n', 'yang', 'lain']","['prabowo', 'gibran', 'menentukan', 'rakyat', 'curang', 'darimana', 'salah', 'pengin', 'menarik', 'suawara', 'rakyat', 'nyir2n']",prabowo gibran tentu rakyat curang darimana salah pengin tarik suawara rakyat nyir2n,Prabowo Gibran is certainly the people cheating from where I want to pull the Rakyat Rakyat Nyir2n
@maretairianti3243,prabiwo gibran menang atas kehendak allah bukan kecurangan.,prabiwo gibran menang atas kehendak allah bukan kecurangan,"['prabiwo', 'gibran', 'menang', 'atas', 'kehendak', 'allah', 'bukan', 'kecurangan']","['prabiwo', 'gibran', 'menang', 'kehendak', 'allah', 'kecurangan']",prabiwo gibran menang hendak allah curang,Prabiwo Gibran wins God about cheating
@AnggaPrakoso-sb2tb,dan gak ada satupun yang berani nongol disini,dan tidak ada satupun yang berani nongol disini,"['dan', 'tidak', 'ada', 'satupun', 'yang', 'berani', 'nongol', 'disini']","['satupun', 'berani', 'nongol']",satu berani nongol,One dare to appear
@AnggaPrakoso-sb2tb,tapi pendukung 01 memaksa untuk menang   😁di bayr berapa smpe sgtunya,tapi pendukung memaksa untuk menang di bayr berapa sampai sgtunya,"['tapi', 'pendukung', 'memaksa', 'untuk', 'menang', 'di', 'bayr', 'berapa', 'sampai', 'sgtunya']","['pendukung', 'memaksa', 'menang', 'bayr', 'sgtunya']",dukung paksa menang bayr sgtunya,Support forced to win the bayr
@Riantoro-rz1ei,TIDAK PERCAYA HITUNG QUICKON LEMBAGA SURVI,tidak percaya hitung quickon lembaga survi,"['tidak', 'percaya', 'hitung', 'quickon', 'lembaga', 'survi']","['percaya', 'hitung', 'quickon', 'lembaga', 'survi']",percaya hitung quickon lembaga survi,count queke agricultural institutions
@YongkiAnggi,Alhamdulilah semoga pak Ganjar menang saya dari pulokulon grobogan,alhamdulilah semoga pak ganjar menang saya dari pulokulon grobogan,"['alhamdulilah', 'semoga', 'pak', 'ganjar', 'menang', 'saya', 'dari', 'pulokulon', 'grobogan']","['alhamdulilah', 'semoga', 'ganjar', 'menang', 'pulokulon', 'grobogan']",alhamdulilah moga ganjar menang pulokulon grobogan,Alhamdulilah I hope Ganjar wins Pulokulon Grobogan
@zuhdimohammadzzuhdi862,Surve pesanan...dicetak pemenangnya....cetakan itu bisa dibuat ..secara cepat tgl dan jamnya tidak bisa disembunyikan...bawaslu dan kpu mengakui kecurangan secara masif..itu artinya hoax..tdk sesuai reelnya..yg asli,surve pesanan dicetak pemenangnya cetakan itu bisa dibuat secara cepat tanggal dan jamnya tidak bisa disembunyikan bawaslu dan kpu mengakui kecurangan secara masif itu artinya hoax tidak sesuai reelnya yang asli,"['surve', 'pesanan', 'dicetak', 'pemenangnya', 'cetakan', 'itu', 'bisa', 'dibuat', 'secara', 'cepat', 'tanggal', 'dan', 'jamnya', 'tidak', 'bisa', 'disembunyikan', 'bawaslu', 'dan', 'kpu', 'mengakui', 'kecurangan', 'secara', 'masif', 'itu', 'artinya', 'hoax', 'tidak', 'sesuai', 'reelnya', 'yang', 'asli']","['surve', 'pesanan', 'dicetak', 'pemenangnya', 'cetakan', 'cepat', 'tanggal', 'jamnya', 'disembunyikan', 'bawaslu', 'kpu', 'mengakui', 'kecurangan', 'masif', 'hoax', 'sesuai', 'reelnya', 'asli']",surve pesan cetak menang cetak cepat tanggal jam sembunyi bawaslu kpu aku curang masif hoax sesuai reelnya asli,Survey Print Message Winning Fast Print Print Date Hinging Bawaslu KPU I cheated massive hoax according to the original reel
@AiraMalyaZarrin-pp8mu,Presiden quick quick wkwkwk,presiden quick quick wkwkwk,"['presiden', 'quick', 'quick', 'wkwkwk']","['presiden', 'quick', 'quick', 'wkwkwk']",presiden quick quick wkwkwk,presiden quick quick wkwkwk
@ErenKursy,"6 org ini cuma bisanya ngmg doang, tdk menyentuh soal quick count , coba liat THN 2019  Prabowo ngmg soal quick count.....gmpg soal itumah apalagi partai politik, semua berargumen dan berasumsi.....receeehhhhhhh politik receeehhh semuanya....",orang ini cuma bisanya mengomong doang tidak menyentuh soal quick count coba lihat tahun prabowo mengomong soal quick count gampang soal itumah apalagi partai politik semua berargumen dan berasumsi receeehhhhhhh politik receeehhh semuanya,"['orang', 'ini', 'cuma', 'bisanya', 'mengomong', 'doang', 'tidak', 'menyentuh', 'soal', 'quick', 'count', 'coba', 'lihat', 'tahun', 'prabowo', 'mengomong', 'soal', 'quick', 'count', 'gampang', 'soal', 'itumah', 'apalagi', 'partai', 'politik', 'semua', 'berargumen', 'dan', 'berasumsi', 'receeehhhhhhh', 'politik', 'receeehhh', 'semuanya']","['orang', 'bisanya', 'mengomong', 'doang', 'menyentuh', 'quick', 'count', 'coba', 'lihat', 'prabowo', 'mengomong', 'quick', 'count', 'gampang', 'itumah', 'partai', 'politik', 'berargumen', 'berasumsi', 'receeehhhhhhh', 'politik', 'receeehhh']",orang bisa omong doang sentuh quick count coba lihat prabowo omong quick count gampang itumah partai politik argumen asumsi receeehhhhhhh politik receeehhh,"People can talk about touch the quick count, try to see Prabowo talking quick count easy it is a political party argument assuming Receehhhhhhh politics receive"
@AhmadYani-l3b1w,"Pilpres 2019 kami kira pak prabowo di lantik ternyata bukan apa curang atau tidak, tidak taulah",pilpres kami kira pak prabowo di lantik ternyata bukan apa curang atau tidak tidak taulah,"['pilpres', 'kami', 'kira', 'pak', 'prabowo', 'di', 'lantik', 'ternyata', 'bukan', 'apa', 'curang', 'atau', 'tidak', 'tidak', 'taulah']","['pilpres', 'prabowo', 'lantik', 'curang', 'taulah']",pilpres prabowo lantik curang tau,Prabowo presidential election inaugurated cheating or
@BINTORODIDIPRASETIO-kb4pd,Kalah cocote meneng ra sah mbacot,kalah cocote meneng ra sah mbacot,"['kalah', 'cocote', 'meneng', 'ra', 'sah', 'mbacot']","['kalah', 'cocote', 'meneng', 'ra', 'sah', 'mbacot']",kalah cocote neng ra sah mbacot,Losing Cocote Neng Ra Sah Mbacot
@CitraAmelia-ds8ch,ciri2 bukan petarung sejati...<br>jika kalah bilang lawannya licik 😂,ciri2 bukan petarung sejati jika kalah bilang lawannya licik,"['ciri2', 'bukan', 'petarung', 'sejati', 'jika', 'kalah', 'bilang', 'lawannya', 'licik']","['ciri2', 'petarung', 'sejati', 'kalah', 'bilang', 'lawannya', 'licik']",ciri2 tarung sejati kalah bilang lawan licik,characteristics of true fighting losing says cunning opponents
@PaulusMarten,01 dan 03 siap kerja sama dgn 02 membangun masa bangsa dan negara yg lebih baik,dan siap kerja sama dengan membangun masa bangsa dan negara yang lebih baik,"['dan', 'siap', 'kerja', 'sama', 'dengan', 'membangun', 'masa', 'bangsa', 'dan', 'negara', 'yang', 'lebih', 'baik']","['kerja', 'membangun', 'bangsa', 'negara']",kerja bangun bangsa negara,the work of waking up a nation
@HambaliBems,😂😂😂<br>Kasian anak buah mak lampir gak terima kekalahan,kasihan anak buah mak lampir tidak terima kekalahan,"['kasihan', 'anak', 'buah', 'mak', 'lampir', 'tidak', 'terima', 'kekalahan']","['kasihan', 'anak', 'buah', 'mak', 'lampir', 'terima', 'kekalahan']",kasihan anak buah mak lampir terima kalah,Poor Mak Lampir's men accept losing
@PaulusMarten,Kenapa harus ada kerturangan berarti petugas di TPS TDK bekerja dgn jujur cuma uang mungkin ada sogo karena saya juga perna jagi petugas  kpps JD TDK mungkin,kenapa harus ada kerturangan berarti petugas di tps tidak bekerja dengan jujur cuma uang mungkin ada sogo karena saya juga pernah jagi petugas kpps jadi tidak mungkin,"['kenapa', 'harus', 'ada', 'kerturangan', 'berarti', 'petugas', 'di', 'tps', 'tidak', 'bekerja', 'dengan', 'jujur', 'cuma', 'uang', 'mungkin', 'ada', 'sogo', 'karena', 'saya', 'juga', 'pernah', 'jagi', 'petugas', 'kpps', 'jadi', 'tidak', 'mungkin']","['kerturangan', 'petugas', 'tps', 'jujur', 'uang', 'sogo', 'jagi', 'petugas', 'kpps']",kerturangan tugas tps jujur uang sogo jagi tugas kpps,TPS Task Honest Task Sogo Money Jagi Tasks KPPS
@efendifendi4583,"MANTAP.  DI PEMERINTAHAN NKRI SAAT INI,  JAGO BERMAIN SULAP.",mantap di pemerintahan nkri saat ini jago bermain sulap,"['mantap', 'di', 'pemerintahan', 'nkri', 'saat', 'ini', 'jago', 'bermain', 'sulap']","['mantap', 'pemerintahan', 'nkri', 'jago', 'bermain', 'sulap']",mantap perintah nkri jago main sulap,Great orders for the Republic of Indonesia to play magic
@Lasti-wk4id,@🙏✌️✌️✌️/02🙏🏽saya Harap Generasi Muda Kita Bisa Di Per Caya Ber Gerak Ber Sama Maju Ber Satu 🌹👃🏽 Demi Ke Majukan Bangsa Dan Negara Khusus Nya Indonesia Sia Maju 🙏🏽✌️✌️✌️/02🙏,saya harap generasi muda kita bisa di per percaya ber gerak ber sama maju ber satu demi ke majukan bangsa dan negara khusus ya indonesia sia maju,"['saya', 'harap', 'generasi', 'muda', 'kita', 'bisa', 'di', 'per', 'percaya', 'ber', 'gerak', 'ber', 'sama', 'maju', 'ber', 'satu', 'demi', 'ke', 'majukan', 'bangsa', 'dan', 'negara', 'khusus', 'ya', 'indonesia', 'sia', 'maju']","['harap', 'generasi', 'muda', 'percaya', 'ber', 'gerak', 'ber', 'maju', 'ber', 'majukan', 'bangsa', 'negara', 'khusus', 'indonesia', 'sia', 'maju']",harap generasi muda percaya ber gerak ber maju ber maju bangsa negara khusus indonesia sia maju,hope the younger generation believes in the movement to advance forward the nation of the Indonesian special state is in advanced
@ismaildollar4845,Klu urut no 2 yg unggul..bararti nagara indo..tidak adil,kalau urut no yang unggul bararti nagara indonesia tidak adil,"['kalau', 'urut', 'no', 'yang', 'unggul', 'bararti', 'nagara', 'indonesia', 'tidak', 'adil']","['urut', 'no', 'unggul', 'bararti', 'nagara', 'indonesia', 'adil']",urut no unggul bararti nagara indonesia adil,Sort No. Unggul Balarti Nagara Indonesia Fair
@Lasti-wk4id,@🙏🏽saya PriBadi✌️🙏Pi Lian umum Yang Sudah Kita Alami Masing Masing Bagus Tidak Ada Ini Dan Itu  Memang Mutlak 02/✌️✌️✌️♥️Resmi Lurus Dan Tran Paran  Ya Itu Adanya 🙏🏽🙏✌️♥️,saya pribadipi lian umum yang sudah kita alami masing masing bagus tidak ada ini dan itu memang mutlak resmi lurus dan tran paran ya itu adanya,"['saya', 'pribadipi', 'lian', 'umum', 'yang', 'sudah', 'kita', 'alami', 'masing', 'masing', 'bagus', 'tidak', 'ada', 'ini', 'dan', 'itu', 'memang', 'mutlak', 'resmi', 'lurus', 'dan', 'tran', 'paran', 'ya', 'itu', 'adanya']","['pribadipi', 'lian', 'alami', 'bagus', 'mutlak', 'resmi', 'lurus', 'tran', 'paran']",pribadipi lian alami bagus mutlak resmi lurus tran paran,Private Natural Lian is good absolutely official tran paran
@johndoorstonejohon6856,"<b>SEJAK PERISTIWA DI MK, APAPUN KATA JOKOWI TIDAK LAGI DAPAT DIPERCAYA.</b><br><br><b>SELAMA JOKOWI JADI PRESIDEN. APAPUN TUNTUTAN PASLON 1 &amp; PASLON 3 TIDAK ADA ARTINYA. SUDAH DIATUR DENGAN RAPI (RAHASIA). BISIKAN BERUPA PERINTAH &amp; ANCAMAN DARI ISTANA BERGEMA SECARA BERANTAI SAMPAI KEPEDESAAN.</b><br><br><b>SATU SATUNYA MAHASISWA DAN RAKYAT HARUS TURUN MENURUNKAN/ MEMECAT JOKOWI. DAN PRESIDEN DIPEGANG (DIKENDALIKAN) OLEH WAKIL PRESIDEN.</b><br><br><b>KALAU JOKOWI SUDAH TURUN, SEMUA TUNTUTAN YG MELANGGAR KONSITUSI, PASTI BERHASIL,  MULAI DARI MK, KPU, BAWASLU, DAN APARAT YG SEHARUSNYA NETERAL MENJADI MEMIHAK KE PASLON 2. KESALAHAN KPU, SEHARUSNYA GIBRAN GAGAL JADI CAWAPRES.</b><br><br><b>1 TPS PEMILIH SEBANYAK 200 JIWA s/d 300 JIWA. DISESUAIKAN DGN KERTAS SUARA YG MASUK KE KOTAK SUARA. KALAU SELISIH HARUS DIMASUKKAN MENJADI TUNTUTAN.</b><br><br><b>WAPRES SEBAGAI PENGENDALI, MEMBUAT PEMILIHAN UMUM (ULANG) UNTUK MEMILIH KHUSUS  </b><b><i>PRESIDEN &amp; WAKIL PRESIDEN.</i></b>",sejak peristiwa di maka apapun kata jokowi tidak lagi dapat dipercaya selama jokowi jadi presiden apapun tuntutan paslon paslon tidak ada artinya sudah diatur dengan rapi rahasia bisikan berupa perintah ancaman dari istana bergema secara berantai sampai kepedesaan satu satunya mahasiswa dan rakyat harus turun menurunkan memecat jokowi dan presiden dipegang dikendalikan oleh wakil presiden kalau jokowi sudah turun semua tuntutan yang melanggar konsitusi pasti berhasil mulai dari maka kpu bawaslu dan aparat yang seharusnya neteral menjadi memihak ke paslon kesalahan kpu seharusnya gibran gagal jadi cawapres tps pemilih sebanyak jiwa sd jiwa disesuaikan dengan kertas suara yang masuk ke kotak suara kalau selisih harus dimasukkan menjadi tuntutan wapres sebagai pengendali membuat pemilihan umum ulang untuk memilih khusus presiden wakil presiden,"['sejak', 'peristiwa', 'di', 'maka', 'apapun', 'kata', 'jokowi', 'tidak', 'lagi', 'dapat', 'dipercaya', 'selama', 'jokowi', 'jadi', 'presiden', 'apapun', 'tuntutan', 'paslon', 'paslon', 'tidak', 'ada', 'artinya', 'sudah', 'diatur', 'dengan', 'rapi', 'rahasia', 'bisikan', 'berupa', 'perintah', 'ancaman', 'dari', 'istana', 'bergema', 'secara', 'berantai', 'sampai', 'kepedesaan', 'satu', 'satunya', 'mahasiswa', 'dan', 'rakyat', 'harus', 'turun', 'menurunkan', 'memecat', 'jokowi', 'dan', 'presiden', 'dipegang', 'dikendalikan', 'oleh', 'wakil', 'presiden', 'kalau', 'jokowi', 'sudah', 'turun', 'semua', 'tuntutan', 'yang', 'melanggar', 'konsitusi', 'pasti', 'berhasil', 'mulai', 'dari', 'maka', 'kpu', 'bawaslu', 'dan', 'aparat', 'yang', 'seharusnya', 'neteral', 'menjadi', 'memihak', 'ke', 'paslon', 'kesalahan', 'kpu', 'seharusnya', 'gibran', 'gagal', 'jadi', 'cawapres', 'tps', 'pemilih', 'sebanyak', 'jiwa', 'sd', 'jiwa', 'disesuaikan', 'dengan', 'kertas', 'suara', 'yang', 'masuk', 'ke', 'kotak', 'suara', 'kalau', 'selisih', 'harus', 'dimasukkan', 'menjadi', 'tuntutan', 'wapres', 'sebagai', 'pengendali', 'membuat', 'pemilihan', 'umum', 'ulang', 'untuk', 'memilih', 'khusus', 'presiden', 'wakil', 'presiden']","['peristiwa', 'apapun', 'jokowi', 'dipercaya', 'jokowi', 'presiden', 'apapun', 'tuntutan', 'paslon', 'paslon', 'diatur', 'rapi', 'rahasia', 'bisikan', 'perintah', 'ancaman', 'istana', 'bergema', 'berantai', 'kepedesaan', 'satunya', 'mahasiswa', 'rakyat', 'turun', 'menurunkan', 'memecat', 'jokowi', 'presiden', 'dipegang', 'dikendalikan', 'wakil', 'presiden', 'jokowi', 'turun', 'tuntutan', 'melanggar', 'konsitusi', 'berhasil', 'kpu', 'bawaslu', 'aparat', 'neteral', 'paslon', 'kesalahan', 'kpu', 'gibran', 'gagal', 'cawapres', 'tps', 'pemilih', 'jiwa', 'sd', 'jiwa', 'disesuaikan', 'kertas', 'suara', 'masuk', 'kotak', 'suara', 'selisih', 'dimasukkan', 'tuntutan', 'wapres', 'pengendali', 'pemilihan', 'ulang', 'memilih', 'khusus', 'presiden', 'wakil', 'presiden']",peristiwa apa jokowi percaya jokowi presiden apa tuntut paslon paslon atur rapi rahasia bisik perintah ancam istana gema beranta desa satu mahasiswa rakyat turun turun pecat jokowi presiden pegang kendali wakil presiden jokowi turun tuntut langgar konsitusi hasil kpu bawaslu aparat neteral paslon salah kpu gibran gagal cawapres tps pilih jiwa sd jiwa sesuai kertas suara masuk kotak suara selisih masuk tuntut wapres kendali pilih ulang pilih khusus presiden wakil presiden,"What events Jokowi believes in Jokowi the President is demanding that the candidate pair is neatly adjusted the secret of whispering the threat of the palace of the echo of the village of the people of the people of the people down down the Jokowi president to hold the control of the Vice President Jokowi to decide that the Constitutional Constitution in the results of the KPU Bawaslu, the Neteral Paslon, one of the KPU Gibran failed the vice president TPS."
@cecepbanten9761,Allhamdulillah prabowo gibran menang,allhamdulillah prabowo gibran menang,"['allhamdulillah', 'prabowo', 'gibran', 'menang']","['allhamdulillah', 'prabowo', 'gibran', 'menang']",allhamdulillah prabowo gibran menang,Allhamdulillah Prabowo Gibran Wins
@aas-ds6kl,Suruh 01 Dan 03 berkaca..agar bisa terus berjuang sprti pak PRABOWO..bisa ikhlas juga sprti pak PRABOWO,suruh dan berkaca agar bisa terus berjuang seperti pak prabowo bisa ikhlas juga seperti pak prabowo,"['suruh', 'dan', 'berkaca', 'agar', 'bisa', 'terus', 'berjuang', 'seperti', 'pak', 'prabowo', 'bisa', 'ikhlas', 'juga', 'seperti', 'pak', 'prabowo']","['suruh', 'berkaca', 'berjuang', 'prabowo', 'ikhlas', 'prabowo']",suruh kaca juang prabowo ikhlas prabowo,Tell Prabowo Ikhlas Prabowo's fighting glass
@rinirien-tx2jv,Insya&#39;allah H Prabowo Subianto dilantik menjadi presiden RI 2024 ...aamiin,insyaallah h prabowo subianto dilantik menjadi presiden ri amin,"['insyaallah', 'h', 'prabowo', 'subianto', 'dilantik', 'menjadi', 'presiden', 'ri', 'amin']","['insyaallah', 'h', 'prabowo', 'subianto', 'dilantik', 'presiden', 'ri', 'amin']",insyaallah h prabowo subianto lantik presiden ri amin,InsyaAllah H Prabowo Subianto Inaugurated Indonesian President Amin
@PaulusMarten,Kalau ada kecurangan dalam perhitungan suara berarti saksi2 dari Paslon yg kala di sogo JDsaran saya pemilu 2029 saksi2 harus di sumpa siap gangtung,kalau ada kecurangan dalam perhitungan suara berarti saksi2 dari paslon yang kala di sogo jdsaran saya pemilu saksi2 harus di sumpa siap gangtung,"['kalau', 'ada', 'kecurangan', 'dalam', 'perhitungan', 'suara', 'berarti', 'saksi2', 'dari', 'paslon', 'yang', 'kala', 'di', 'sogo', 'jdsaran', 'saya', 'pemilu', 'saksi2', 'harus', 'di', 'sumpa', 'siap', 'gangtung']","['kecurangan', 'perhitungan', 'suara', 'saksi2', 'paslon', 'sogo', 'jdsaran', 'pemilu', 'saksi2', 'sumpa', 'gangtung']",curang hitung suara saksi2 paslon sogo jdsaran milu saksi2 sumpa gangtung,Cheating Calculates Voice of Witnesses Paslon Sogo Jdsaran Milu Witnesses Sumpa Gangtung
@budiardjo5630,⭐ Pemilu yg &quot;merusak demokrasi&quot; .. sangat buruk penuh trik yg membohongi rakyat ...🥴😇   Orang² waras tdk akan percaya pd Pres/Wapres terpilih .. apalagi dg program makan-minum gratis &quot;konyol&quot; yg tdk akan bisa mencerdaskan rakyat malah akan meramaikan &quot;korupsi&quot; itu ..😡  Awal kebangkitan Orba jilid 2 ...☝️🤬,pemilu yang merusak demokrasi sangat buruk penuh trik yang membohongi rakyat orang waras tidak akan percaya pada preswapres terpilih apalagi dengan program makanminum gratis konyol yang tidak akan bisa mencerdaskan rakyat malah akan meramaikan korupsi itu awal kebangkitan orba jilid,"['pemilu', 'yang', 'merusak', 'demokrasi', 'sangat', 'buruk', 'penuh', 'trik', 'yang', 'membohongi', 'rakyat', 'orang', 'waras', 'tidak', 'akan', 'percaya', 'pada', 'preswapres', 'terpilih', 'apalagi', 'dengan', 'program', 'makanminum', 'gratis', 'konyol', 'yang', 'tidak', 'akan', 'bisa', 'mencerdaskan', 'rakyat', 'malah', 'akan', 'meramaikan', 'korupsi', 'itu', 'awal', 'kebangkitan', 'orba', 'jilid']","['pemilu', 'merusak', 'demokrasi', 'buruk', 'penuh', 'trik', 'membohongi', 'rakyat', 'orang', 'waras', 'percaya', 'preswapres', 'terpilih', 'program', 'makanminum', 'gratis', 'konyol', 'mencerdaskan', 'rakyat', 'meramaikan', 'korupsi', 'kebangkitan', 'orba', 'jilid']",milu rusak demokrasi buruk penuh trik bohong rakyat orang waras percaya preswapres pilih program makanminum gratis konyol cerdas rakyat ramai korupsi bangkit orba jilid,MILU DAMAGED BY DEMOCRACY FULL OF THE PEOPLE'S LYING TRICKS OF THE SEMARE PEOPLE BELIEVE THE PRESWRESS OF THE PROBLEMS OF THE FREE MINUMINUM PROGRAMS
