Username,Comment,Stemming,Translated,Sentiment_polarity,Sentiment
@muhammadzainabduttawwab,"Quick Count HANYA suara Di 2.000 TPS dari 823.000 TPS sangat tidak mewakili Boss 
<br>Ingat akhirat, semua ada pertanggung jawabannya
<br>KPU tetap Fokus pada penghitungan yang sesungguhnya, JAGA INTEGRITAS KPU, jangan terpengaruh dengan Quick Count yang berbaju Intelektual berbau kepentingan
<br>
<br>
Pemilu tanggal 14<br>ee Quick Countnta tanggal 13<br>coba kalo mau bohong itu yang serius carnya",quick count suara tps tps wakil bos akhirat tanggung jawabannyakpu fokus hitung sungguh jaga integritas kpu pengaruh quick count baju intelektual bau kepentinganpemilu tanggal 14ee quick countnta tanggal 13coba bohong serius carnya,Quick count of TPS TPS Voice Deputy Boss Fellow Responsibility Answers Focus Calculating Really Maintain KPU Integrity Effects of Quick Count Intellectual Clothes Brotherhood of Pemilu Interest on 14ee Quick Countnta on 13 Try to Hey Seriously Car,0.19444444444444445,positive
@afidatulmuniroh8725,"Kubu 02 gk pantas menang krn semua masyarakat indonesia ke banyakan dh di suap, contohZ di warga kudus, semua org di kasih 10k di suruh nyoblos 02.",kubu menang masyarakat indonesia banyak dah suap contohz warga kudus orang kasih 10k suruh nyoblos,The stronghold of the Indonesian people wins a lot of bribery samples of the holy citizens of people love 10k told to vote,0.4,positive
@alinandhita9454,"andai pak amin gabung sama pak ganjar...,vs pak prabowo gibran...saya yakin...pak prabowo gibran tetep unggul,,stiap paslon lain yang kalah..pasti merasa dicurangi ato bilang ada kecurangan,...klo mawnya menang semua,...apa jadinya pemilu ini????",andai amin gabung ganjar vs prabowo gibran prabowo gibran unggulstiap paslon kalah curang bilang curang mawnya menang milu,"If Amin joined Ganjar vs Prabowo Gibran Prabowo Gibran, the Paslon Paslon was out of cheating, said that the cheating maw won milu",0.0,neutral
@SariParis-mj2px,"semoga Allah memberikan keadilannya dalam negeri kita banyak berdoa ya kaum muslimin Indonesia, semoga Allah memberikan hidayah amiin, hasil sirekap siluman",moga allah adil negeri doa kaum muslimin indonesia moga allah hidayah amin hasil sirekap siluman,May Allah be fair to the Prayer of the Muslims Indonesia May Allah Hidayah Amin as a result,0.7,positive
@AliNurdin-zl9ws,Ya klau samakan pilipin orang ni negara indonesia bukan pilipin dan tata cara juga berbeda,sama pilipin orang nih negara indonesia pilipin tata beda,"the same as the people of Indonesia, the Indonesian State is different",0.0,neutral
@waq2._,Apa kha boleh nanya.?🙏,kah,kah,0.0,neutral
@wolsols8753,PDI KALAH TELAK MAKANYA NENEK PEOT JGN SOMBONG SUDAH MUAK SEMUA SAMA PARTAIMU NEK,pdi kalah telak nenek peot sombong muak partai nek,pdi defeatless defeat grandmother Peot,0.0,neutral
@aryokalumbang2529,❤ NTT ❤ Sumba ❤ untuk Prabowo Gibran ❤,ntt sumba prabowo gibran,NTT Sumba Prabowo Gibran,0.0,neutral
@SamsuriGuru,"Tolong pak . Pdi jagan zu udhonlah jelek ya , aku pikir dlm hati pdi seperti bijidondong",tolong pdi jagan zu udhonlah jelek pikir hati pdi bijidondong,Please PDI JAGAN ZU UDHON is ugly thinking the heart of PDI BIJIDONGONG,-0.7,negative
@LaseLase-j8t,Sp pemenang perside indnesia,sapa menang perside indnesia,Who wins the indelia,0.3,positive
@ilhammustafa09,Apapun hasilnya akan kami terima dengan lapang dada.. yang terpenting yang terpilih menjadi Presiden yang baik dan amanah untuk rakyat Indonesia..👍,apa hasil terima lapang dada penting pilih presiden amanah rakyat indonesia,What are the results of the graceful receipt of the important choosing the President of the Indonesian People's Amanah,0.4,positive
@SamsuriGuru,"Hemas bukan pdi yg menjadi berhasilnya p. Prabowo , tapi figur p. Jokowi.",has pdi hasil p prabowo figur p jokowi,Has PDI Results P Prabowo Figur P Jokowi,0.0,neutral
@suyatnoyatno9873,Semoga pilpres berjalan dua putaran,moga pilpres jalan putar,I hope the street presidential election is,0.0,neutral
@MAMATMOHAMAT,Kesabaran memang berat tuhan memberi kemenangan yg kalah haros lapang dada yg menang haros lapang dada,sabar berat tuhan menang kalah haros lapang dada menang haros lapang dada,Patiently God Wins Losing Haros Greed,0.3,positive
@sonyhermawan1675,Tak jamin.pak bowo yg jd presiden toh....krn dia  org baik dan sbr sprti pak jokowi,jamin bowo presiden orang sabar jokowi,"guarantee Bowo, the president of people is patient Jokowi",0.0,neutral
@TorangSihotang,PenghianTan jokowi.aksn cepat balasannya jokowi gibran akan dihianati prabowo.kuta tunggu,penghiantan jokowi aksn cepat balas jokowi gibran dihianati prabowo kuta tunggu,Jokowi AKSN CIEMBACTION Quickly Reply Jokowi Gibran is betrayed by Prabowo Kuta Waiting,0.3333333333333333,positive
@husennur3579,Layak kemenangan no. ✌✌✌✌✌✌telaakkk👉👉👉👉,layak menang no telaakkk,worthy of winning no Telaakkk,0.41666666666666663,positive
@SamsuriGuru,"Sudahlah untuk antosi yas rakyat indonesia, sudah pilihan rakyat",antosi yas rakyat indonesia pilih rakyat,Antosi Yas People Indonesia Choose the People,0.0,neutral
@hilmarief,Hebat sekali angka itu bs hampir sama tdk bergerak seperti sdh terokestrasi,hebat angka gerak terokestrasi,Great Motion Numbers,0.8,positive
@mrjay3776,sori ye sori ye ✌️✌️✌️,sori ye sori ye,sori ye sori ye,0.0,neutral
@SarkemLos-rq1nv,Calon dari PDI jadi ayam sayur..😁😁,calon pdi ayam sayur,PDI Vegetable PDI Candidate,0.0,neutral
@AarnisHia,Tuhan  sudah tau mana yg cocok.,tuhan tau cocok,god,0.0,neutral
@Bgs67,Orang yg sudah kalah biasanya ngeyel 😅😅😅😅 Pak Prabowo pernah bilang saat di debat.Kalau tidak senang tidak suka dengan saya (Pragib) JANGAN PILIH SAYA&quot; 😮 Tapi kan kenyataan rakyat banyak yg pilih 02 😅😅😅😅😅 jadi di mana letak kesalahannya 😊,orang kalah ngeyel prabowo bilang debat senang suka pragib pilih nyata rakyat pilih letak salah,people lost to Prabowo said the debate was happy to like Pragib to choose real people to choose the wrong location,0.16666666666666666,positive
@bambangsetyowidodo2582,"Di permainan catur 02 di kasih por , gimana bila memimpin nantinya bangsa dan negara ✍️ . Gak perlu .... Hukum aja di mainkan , mkmk , panwaslu , KPU  dst .  Kalah  tetap terhormat PDIP tetap yg di depan✍️👍",main catur kasih por pimpin bangsa negara hukum main mkmk panwaslu kpu dst kalah hormat pdip,Play Chess Kasih POR leading the nation of the rule of law playing mkmk panwaslu KPU and loses respectful of PDIP,0.1,positive
@riskiriski512,dari tahun 2014 jika kalah mesti ada kecuragan agama aja di jual apa  lg fitnah2 smapah di mwgata ne yang kasian org pengikut baaahan anis yohanes,kalah mesti kecuragan agama jual fitnah2 smapah mwgata kasihan orang ikut baaahan anis yohanes,Losing must be religious religion selling slander2 smapah mwgata sorry for people joining baaahan anis yohanes,-0.25,negative
@DarmaTryyanto,"Tumbangkan banteng,,, PDIP kalah 🤣🤣🤣karna tak ada pak Joko Widodo",tumbang banteng pdip kalah joko widodo,Tumbang Bull PDIP Lose Joko Widodo,0.0,neutral
@muhammadsofyan7206,senyuman anis ngeselin pengen tabok,senyum anis kesal pengin tabok,Anis's smile annoyed like tabok,-0.05000000000000002,negative
@bsasport8067,"Yg pasti negri ini suka pemimpin yg suka joget2...debat caprea/cawapres td penting...terlebih yg ubah aturan ,rakyat td mau tau 😂😂😂",negeri suka pimpin suka joget2 debat capreacawapres ubah atur rakyat tau,Steards like to lead the Suka2prepressing debates to the people,0.0,neutral
@alisaari9177,Please we are wait and see,please we are wait and sih,please we are wait and sih,0.0,neutral
@piterm16simanjuntak56,"Makanya jgn cuma omong doang juru bicara partai.  Kecurangan hrs terstruktur dan 50% dari seluruh indonesia. Bisa di pidana jika tidak lengkap dokumen dan terstruktur dan masif. 80% . Rakyat dari semua partai puas thdp Pekerjaan Jokowi selama 9 thn ini, termasuk stabilitas keamanaan pemilu.",omong doang juru bicara partai curang struktur indonesia pidana lengkap dokumen struktur masif rakyat partai puas kerja jokowi stabilitas keamanaan milu,"talking about spokesman for cheating parts of Indonesia, complete criminal structures, the party documents are satisfied with the work of Jokowi, stability",0.06666666666666665,positive
@AndimeongMeong-wz6fr,Ouik qowon eror diperhitungan suara harus dikaji ulang bisa jadi dalam kecurangan ouik yg akan kenankan denda 12 triliun didalam demokrasi indonesia biar para paslon jera bila membuat pelangaran dipemiilu di2024.,ouik qowon eror hitung suara kaji ulang curang ouik kenan denda triliun dalam demokrasi indonesia biar paslon jera pelangaran dipemiilu di2024,Ouik Qowon Error Calculates Voice Review Cheating Ouik Kenan Trillion Fines in Indonesian Democracy So that the Entry Panlon Pelangaran DiPemiilu in 2024,0.0,neutral
@andeandreas-u6o,Saatnya paslon 02  menang mau hitung manual atau quick count  02 menang❤❤❤✌️✌️💪💪  dari NTT  Doa kami dari masyarakat indonesia bagian Timur untk Bapa prabowo- Gibran❤❤,paslon menang hitung manual quick count menang ntt doa masyarakat indonesia timur bapa prabowo gibran,Paslon Wins Calculating Manual Quick Count Winning NTT Eastern Indonesian Prayer Father Prabowo Gibran,0.37777777777777777,positive
@philipmustamumustamu5826,"Yes, Indonesia Emas, terbukti...",yes indonesia emas bukti,YES INDONESIA GOLD PROOF,0.0,neutral
@AbdulHadi-gu9wb,Kami sangat meragukan dgn kemengan dgn secepatnya bs mencapai dgn peringkat tinggi . Saya sangat yakin ada kecurangan dlm pemilu kali ini .,ragu kan cepat capai peringkat curang milu kali,Doubt can quickly achieve the cheating stage of the times,0.3333333333333333,positive
@RekiYAnis,RAKYAT TIDAK BUTUH ORANG ANGKUH DAN SUKA MENJELEKKAN ORANG LAIN..... SORRY YEEEE..... APALAGI YG UMBAR JANJI HASILNYA NOL BESAR....,rakyat butuh orang angkuh suka jelek orang sorry umbar janji hasil nol,People need arrogant people like bad people sorry umbar promises zero results,-0.5999999999999999,negative
@CrownCell-e4o,Kalo udah kalah PDIP gak usah ngusik yang lain..... Jokowi itu banyak pengikut..... PDIP nyungsep....saya milih DPRD PDIP klo presiden pilih Prabowo no 2,kalah pdip ngusik jokowi ikut pdip nyungsep pilih dprd pdip presiden pilih prabowo no,Lose PDIP Ngusik Jokowi Join PDIP Nyungsep Choose the PDIP PDIP PDIP President Choose Prabowo No,0.0,neutral
@andeandreas-u6o,Semangat Mas Gibran..❤❤✌️💪,semangat mas gibran,The spirit of Mas Gibran,0.0,neutral
@aulia-212,Minta kpu pusat /kota /kab. live streaming aja proses rekap data di kpu... agar terbuka dan tidak ada data yg ditutupi atau dicurangi,kpu pusat kota kab live streaming proses rekap data kpu buka data tutup curang,KPU City Center for Live Streaming Regency KPU Data Recap Recap Open Cheating Cover Data,0.012121212121212116,positive
@AdamSaputra-lw2lb,Terimakasih banyak untuk semuanya,terimakasih,Thank You,0.0,neutral
@PipinTaria,Kalo kalah kalah endak usah banyak bicara si kampung saya ajakcapes no 1dab 3 cuma dapat 5 biji,kalah kalah endak bicara sih kampung ajakcapes no 1dab biji,lost to the endak talking about the village of the number 1dab the seeds,0.0,neutral
@rahmats8675,"Punten Admin, itu live chat Kenapa masih dibuka? padahal isinya ujaran kebencian, sarkas, carut marut. udah saling serang ituh di live chat. dimaitiin aja menurut saya.",punten admin live chat buka isi ujar benci sarkas carut marut serang live chat dimaitiin,Punten Admin Live Chat Open the contents,0.06818181818181818,positive
@manusiagaib189,"Walaikum salam wbt, semoga kecurangan bisa ditangani diusut tuntas. Salam damai",walaikum salam wbt moga curang tangan usut tuntas salam damai,walaikum greetings wbt hope to cheat the hands completely,0.1,positive
@UmargalagantengGanteng,"pemilu kali ini banyak yg golput,banyak yg tidak nyoblos,krna sistem sekarang tidak seperti dulu,sekarang yg punya KTP kampung harus pulkam,dan banyak yg gak sempet,termasuk 12 keluarga sya,KTP kami DKI tapi kami tinggal di Bekasi,karna malam nya banjir hingga tidak bisa keluar rumah semua kendaraan tidak bisa keluar dari jalur pemukiman kami,kami coba untuk nyoblos di daerah terdekat tapi di tolak,terpaksa kami sekeluarga tidak bisa menggunakan hak suara kami.puluhan keluarga tetangga juga gak bisa nyoblos krna gk sempat pulang kampung.",milu kali golputbanyak nyobloskrna sistem dulusekarang ktp kampung pulkamdan sempettermasuk keluarga syaktp dki tinggal bekasikarna malam banjir rumah kendara jalur mukim kamikami coba nyoblos daerah dekat tolakterpaksa keluarga hak suara puluh keluarga tetangga nyoblos pulang kampung,MILU KALUPIA Many nose the system of the System Dulusarang KTP Kampung Pulkam and Sempetter enters the DKI SYAKTP FAMILY Live Umarikarna Night Flooding Kendara Kamikami Pathway Trying to Nose the Region Near the Tolecular Family of the Family Rights,0.24545454545454545,positive
@Rahmathanting,Mendin begini pemilihan kedepannya  jgn pakai bilik semuanya harus mencoblos secara terang terangan supaya TDK ada kata penasarang,din pilih depan pakai bilik coblos terang terang penasarang,din select the front using the bright bright penasarang voting booth,0.7000000000000001,positive
@Wihardifatma,Lembaga survey yg kerjasama dgn istana 😅,lembaga survey kerjasama istana,Palace Cooperation Survey Institute,0.0,neutral
@mamansuparman7668,Kalah kokg legowo sih..😂,kalah kokg legowo sih,lose kokg legowo anyway,0.0,neutral
@EdiJunaedi-xw2in,Percuma dong buat apa ada pemilu kalau ada hasil yg di lihat kpu funsi nye apaan,milu hasil lihat kpu funsi nye,the y,0.0,neutral
@Dakwahahlusunnah,Tu muke ama nada bicara nya ketahuan tuh 🤣,muka nada bicara tahu tuh,tone of tone knows,0.0,neutral
@Dakwahahlusunnah,👍🤣 berkisar 24 25 26 57 58 59 15 16 17   disetiap prov ya 🤣🤣🤣🤣,kisar tiap prov,Blend every provoke,0.0,neutral
@boyanjas2149,Quick count Adalah penggiringan Opini di masyarakat untuk menutupi kecurangan hasil suara di KPU.,quick count giring opini masyarakat tutup curang hasil suara kpu,Quick Count Giring People's Opinion CLOSE CLOSE KPU VOICE,0.3333333333333333,positive
@beniatar2562,Jangan ditayang dulu hasil masih ada kecurangan,tayang hasil curang,aired cheating results,0.1,positive
@HafiziMuhammad-bg2qm,"Media itu ap sj bs dlakukua,it buat tan manusia jg media",media dlakukuait tan manusia media,media in the world of human media media,0.0,neutral
@ajuajun7722,Hasil curang cepat suara ganda,hasil curang cepat suara ganda,the results of the cheating fast sound,0.30000000000000004,positive
@darasitanggang3865,urut dua blm pasti no 2 mng kntl ajg,urut no mng kntl ajg,sort no mng kntl ajg,0.0,neutral
@Asyim.Rere.Podcast,tolong lapak. kebijakannya banyak masyarakat Madura. trutama di bangkalan ada 1 ampung tidak dapat surat suara  &amp; di kapung saya 7 kluarga tidak dapat suara,tolong lapak bijak masyarakat madura bangkal ampung surat suara kapung keluarga suara,Please stall wisely the people of Madura Bangkal Ampung Kapung Family Suara ballot,0.7,positive
@baby_salsa_channel,Smpai brpa putaran?,putar,turn,0.0,neutral
@BVX890,hampir sama angka dri semua propinsi.<br>hmm🤔🤔🤔,angka propinsi hmm,Hmm province number,0.0,neutral
@MANIAKNONTON,PDI tanpa Jokowi rungkad 😂,pdi jokowi rungkad,PDI Jokowi Rungkad,0.0,neutral
@Tapki_Tapki,"Makan tuh kesombongan waktu debat, kubu 02 diserang kanan kiri<br>Gak pantas liatnya<br>Good job buat yang menang",makan tuh sombong debat kubu serang kanan kirigak liatnyagood job menang,Eat arrogant debate on the right attack of KiriGak KiriGak Liatnyagood Job wins,0.2928571428571428,positive
@cisiliasgreenhousebandung6253,"Tuhan tidak tidur, doa orang yang teraniaya sangat besar kuasa nya. Meski dihina,dicela difutnah , kesabaran ada pada dirinya. Salam sehat dan salam damai. Untuk kira semua. Selamat untuk bapak Prabowo Subianto dan mas Gibran Rakabuming Raka. Jaga amanah dan selalu rendah hati serta menjadisaluran berkat untuk seluruh rakyat Indonesia. Tuhan memberkati",tuhan tidur doa orang aniaya kuasa dihinadicela difutnah sabar salam sehat salam damai selamat prabowo subianto mas gibran rakabuming raka jaga amanah rendah hati menjadisaluran berkat rakyat indonesia tuhan kati,God Sleeps Prayers of Power of Power of Authorities,0.0,neutral
@kangeful1,"Yang tidak terima mubahalah saja, jika yaqin ada kecurangan.",terima mubahalah yaqin curang,Accept the cheating yaqin,0.0,neutral
@bagusshungkono8294,"Berjuang untuk anaknya jokowi, demi anaknya syarat cawapres tdk memenuhi syarat usia lalu diobok2 biar bisa jd cawapres;<br>Nanti jg poslsi presidsn prabowo trpilih di jabat oleh anak jokowi; krn sudah direncanakn kekuasaan dinasti jokowi;<br>Siap2 ekonomi susah pajak naek, harga BBM naek, harga pupuk naek&amp;sulit harga beras naek&amp;smua krn keserakahan jokowi demi anaknya dpt jabatan, malu lah lek jokowi",juang anak jokowi anak syarat cawapres penuh syarat usia diobok2 biar cawapresnanti poslsi presidsn prabowo trpilih jabat anak jokowi direncanakn kuasa dinasti jokowisiap2 ekonomi susah pajak harga bbm harga pupuk naeksulit harga beras naeksmua serakah jokowi anak jabat malu lek jokowi,Jokowi Children's Fighting Children's Conditions for Vice Presidential Full Requirements for Age Warrred So that Vice President Prabowo Presidsn Prabowo Choose a Jokowi Children's Jabat,0.35,positive
